,time,speed,density,Vx,Vy,Vz,Bx,By,Bz,dst
340,1698644520,506.3,11.95,-502.7,12.9,58.4,-0.75,-2.95,2.02,-36.126202
341,1698644580,503.2,11.51,-500.0,15.6,54.3,-1.63,-4.12,1.23,-35.053699
342,1698644640,502.4,12.20,-499.6,15.0,50.6,-1.74,-4.11,1.48,-34.2113
343,1698644700,502.1,12.32,-499.4,15.4,50.0,-1.58,-4.06,1.80,-33.725899
344,1698644760,502.1,12.27,-499.3,15.9,50.7,-1.27,-4.04,1.93,-33.315201
345,1698644820,502.7,11.97,-499.7,14.5,52.5,-1.25,-3.88,2.27,-32.870201
346,1698644880,504.1,11.97,-501.6,13.7,48.5,-0.03,-3.42,2.96,-32.484299
347,1698644940,503.4,12.25,-500.8,21.5,46.1,-0.44,-3.72,2.62,-32.368
348,1698645000,503.9,11.76,-501.0,16.0,51.9,-0.70,-3.38,2.83,-31.2918
349,1698645060,503.0,11.92,-500.4,10.9,50.1,-1.14,-2.28,3.56,-30.961901
350,1698645120,502.8,11.73,-500.2,6.5,50.3,-1.37,-1.96,3.70,-31.139601
351,1698645180,503.1,11.60,-500.7,5.4,49.3,-1.28,-1.55,3.89,-31.4548
352,1698645240,504.7,11.48,-501.6,3.1,55.6,-1.02,-1.44,4.03,-31.3053
353,1698645300,504.6,11.59,-501.7,1.3,53.3,-1.06,-0.42,4.15,-31.0646
354,1698645360,506.5,11.13,-503.0,1.5,59.3,-0.77,-0.92,3.70,-31.0802
355,1698645420,506.2,11.51,-503.1,10.5,54.7,-0.70,-1.94,3.60,-30.909
356,1698645480,504.9,11.21,-502.1,1.2,53.0,-0.88,-1.49,3.71,-30.804899
357,1698645540,506.8,10.95,-503.4,-1.1,58.2,-0.86,-1.21,3.64,-30.850401
358,1698645600,505.5,12.00,-502.4,-10.8,54.4,-1.59,-0.52,3.64,-30.937599
