time,Bx,By,Bz,
2003-10-30 07:29:00.000,14820.10,1686.80,49716.80,
2003-10-30 07:30:00.000,14826.10,1678.20,49716.90,
2003-10-30 07:31:00.000,14833.30,1677.50,49721.60,
2003-10-30 07:32:00.000,14818.60,1685.10,49725.00,
2003-10-30 07:33:00.000,14827.20,1686.50,49723.00,
2003-10-30 07:34:00.000,14824.00,1681.40,49723.20,
2003-10-30 07:35:00.000,14821.00,1681.70,49721.60,
2003-10-30 07:36:00.000,14838.10,1689.40,49723.50,
2003-10-30 07:37:00.000,14855.00,1684.80,49728.30,
2003-10-30 07:38:00.000,14826.30,1681.00,49726.20,
2003-10-30 07:39:00.000,14813.80,1681.90,49718.00,
2003-10-30 07:40:00.000,14835.30,1678.80,49716.40,
2003-10-30 07:41:00.000,14831.80,1682.50,49717.60,
2003-10-30 07:42:00.000,14826.20,1682.60,49717.20,
2003-10-30 07:43:00.000,14832.80,1680.10,49717.60,
2003-10-30 07:44:00.000,14841.90,1679.40,49719.00,
2003-10-30 07:45:00.000,14834.50,1673.60,49715.90,
2003-10-30 07:46:00.000,14837.90,1673.90,49712.10,
2003-10-30 07:47:00.000,14835.90,1676.90,49713.50,
2003-10-30 07:48:00.000,14842.80,1666.00,49715.20,
2003-10-30 07:49:00.000,14839.30,1669.10,49717.20,
2003-10-30 07:50:00.000,14832.60,1672.90,49716.20,
2003-10-30 07:51:00.000,14827.20,1672.60,49710.50,
2003-10-30 07:52:00.000,14833.10,1670.30,49706.10,
2003-10-30 07:53:00.000,14833.20,1664.60,49705.40,
2003-10-30 07:54:00.000,14827.40,1663.60,49706.60,
2003-10-30 07:55:00.000,14825.80,1665.20,49709.10,
2003-10-30 07:56:00.000,14831.80,1667.70,49712.80,
2003-10-30 07:57:00.000,14834.40,1675.70,49716.90,
2003-10-30 07:58:00.000,14816.70,1677.10,49715.70,
2003-10-30 07:59:00.000,14821.90,1683.50,49714.80,
2003-10-30 08:00:00.000,14827.80,1681.90,49715.20,
2003-10-30 08:01:00.000,14831.20,1683.10,49710.60,
2003-10-30 08:02:00.000,14836.30,1671.60,49706.00,
2003-10-30 08:03:00.000,14818.60,1671.30,49699.80,
2003-10-30 08:04:00.000,14824.50,1666.60,49695.90,
2003-10-30 08:05:00.000,14842.10,1649.30,49698.80,
2003-10-30 08:06:00.000,14849.90,1645.30,49705.60,
2003-10-30 08:07:00.000,14852.10,1649.40,49711.10,
2003-10-30 08:08:00.000,14851.50,1648.80,49714.70,
2003-10-30 08:09:00.000,14810.70,1657.50,49710.70,
2003-10-30 08:10:00.000,14783.60,1656.60,49698.90,
2003-10-30 08:11:00.000,14799.70,1661.30,49699.10,
2003-10-30 08:12:00.000,14814.30,1670.20,49708.30,
2003-10-30 08:13:00.000,14829.60,1667.10,49707.90,
2003-10-30 08:14:00.000,14849.60,1663.70,49711.50,
2003-10-30 08:15:00.000,14814.80,1662.70,49710.60,
2003-10-30 08:16:00.000,14786.20,1670.60,49701.00,
2003-10-30 08:17:00.000,14819.20,1670.20,49701.00,
2003-10-30 08:18:00.000,14843.80,1669.60,49712.60,
2003-10-30 08:19:00.000,14831.80,1671.40,49716.20,
2003-10-30 08:20:00.000,14820.50,1671.90,49711.00,
2003-10-30 08:21:00.000,14822.70,1674.30,49708.10,
2003-10-30 08:22:00.000,14828.90,1671.30,49706.30,
2003-10-30 08:23:00.000,14828.90,1663.70,49704.70,
2003-10-30 08:24:00.000,14812.20,1664.10,49703.80,
2003-10-30 08:25:00.000,14795.20,1675.70,49699.10,
2003-10-30 08:26:00.000,14824.20,1674.80,49697.60,
2003-10-30 08:27:00.000,14846.40,1659.40,49704.40,
2003-10-30 08:28:00.000,14833.90,1657.30,49712.90,
2003-10-30 08:29:00.000,14813.80,1664.50,49715.10,
2003-10-30 08:30:00.000,14804.60,1669.70,49711.20,
2003-10-30 08:31:00.000,14814.60,1672.40,49709.10,
2003-10-30 08:32:00.000,14835.80,1670.10,49713.00,
2003-10-30 08:33:00.000,14840.20,1668.20,49718.10,
2003-10-30 08:34:00.000,14836.80,1670.10,49721.10,
2003-10-30 08:35:00.000,14834.80,1669.00,49716.20,
2003-10-30 08:36:00.000,14839.30,1662.70,49710.80,
2003-10-30 08:37:00.000,14832.60,1658.90,49713.10,
2003-10-30 08:38:00.000,14825.80,1665.90,49717.80,
2003-10-30 08:39:00.000,14828.20,1673.90,49716.70,
2003-10-30 08:40:00.000,14838.40,1675.10,49712.90,
2003-10-30 08:41:00.000,14835.40,1671.30,49708.60,
2003-10-30 08:42:00.000,14827.80,1668.10,49706.50,
2003-10-30 08:43:00.000,14825.40,1664.30,49709.40,
2003-10-30 08:44:00.000,14825.50,1665.10,49712.30,
2003-10-30 08:45:00.000,14835.80,1665.80,49713.00,
2003-10-30 08:46:00.000,14827.30,1666.50,49713.50,
2003-10-30 08:47:00.000,14820.50,1668.40,49712.40,
2003-10-30 08:48:00.000,14846.00,1663.50,49713.70,
2003-10-30 08:49:00.000,14850.00,1666.20,49719.10,
2003-10-30 08:50:00.000,14834.60,1670.40,49718.90,
2003-10-30 08:51:00.000,14823.50,1671.20,49713.90,
2003-10-30 08:52:00.000,14827.10,1668.50,49712.70,
2003-10-30 08:53:00.000,14818.00,1669.70,49711.70,
2003-10-30 08:54:00.000,14824.10,1674.10,49709.70,
2003-10-30 08:55:00.000,14839.50,1674.10,49708.90,
2003-10-30 08:56:00.000,14847.20,1667.00,49709.10,
2003-10-30 08:57:00.000,14848.10,1667.40,49710.60,
2003-10-30 08:58:00.000,14841.10,1671.40,49711.60,
2003-10-30 08:59:00.000,14830.40,1671.90,49707.30,
2003-10-30 09:00:00.000,14832.20,1672.70,49703.80,
2003-10-30 09:01:00.000,14825.50,1668.60,49698.40,
2003-10-30 09:02:00.000,14854.30,1662.50,49697.10,
2003-10-30 09:03:00.000,14845.20,1655.80,49701.80,
2003-10-30 09:04:00.000,14823.00,1654.90,49701.40,
2003-10-30 09:05:00.000,14821.00,1656.40,49701.50,
2003-10-30 09:06:00.000,14815.10,1663.80,49706.50,
2003-10-30 09:07:00.000,14820.30,1670.50,49709.40,
2003-10-30 09:08:00.000,14825.50,1673.60,49708.60,
2003-10-30 09:09:00.000,14833.20,1675.40,49706.70,
2003-10-30 09:10:00.000,14843.60,1668.20,49704.70,
2003-10-30 09:11:00.000,14843.40,1662.20,49702.40,
2003-10-30 09:12:00.000,14844.30,1660.50,49702.90,
2003-10-30 09:13:00.000,14834.80,1661.20,49704.50,
2003-10-30 09:14:00.000,14826.80,1664.30,49704.30,
2003-10-30 09:15:00.000,14820.80,1663.80,49701.20,
2003-10-30 09:16:00.000,14819.60,1661.80,49698.90,
2003-10-30 09:17:00.000,14824.20,1660.30,49699.50,
2003-10-30 09:18:00.000,14823.20,1662.30,49701.80,
2003-10-30 09:19:00.000,14833.10,1665.00,49705.80,
2003-10-30 09:20:00.000,14837.80,1665.60,49711.80,
2003-10-30 09:21:00.000,14829.20,1664.90,49712.20,
2003-10-30 09:22:00.000,14822.80,1665.10,49707.20,
2003-10-30 09:23:00.000,14827.30,1665.90,49705.70,
2003-10-30 09:24:00.000,14823.30,1671.80,49707.60,
2003-10-30 09:25:00.000,14817.40,1669.10,49702.40,
2003-10-30 09:26:00.000,14849.40,1662.60,49705.40,
2003-10-30 09:27:00.000,14838.90,1665.80,49711.80,
2003-10-30 09:28:00.000,14829.20,1671.80,49711.70,
2003-10-30 09:29:00.000,14836.00,1672.10,49708.80,
2003-10-30 09:30:00.000,14826.90,1673.00,49705.60,
2003-10-30 09:31:00.000,14828.40,1667.70,49699.20,
2003-10-30 09:32:00.000,14849.40,1661.50,49699.70,
2003-10-30 09:33:00.000,14843.50,1658.30,49706.00,
2003-10-30 09:34:00.000,14836.30,1659.20,49708.60,
2003-10-30 09:35:00.000,14841.20,1656.60,49711.60,
2003-10-30 09:36:00.000,14843.80,1657.60,49715.40,
2003-10-30 09:37:00.000,14842.30,1668.50,49717.70,
2003-10-30 09:38:00.000,14829.00,1676.10,49715.50,
2003-10-30 09:39:00.000,14831.80,1675.40,49712.00,
2003-10-30 09:40:00.000,14841.30,1669.60,49710.60,
2003-10-30 09:41:00.000,14839.30,1668.50,49710.30,
2003-10-30 09:42:00.000,14844.20,1666.60,49709.90,
2003-10-30 09:43:00.000,14850.00,1664.60,49709.50,
2003-10-30 09:44:00.000,14838.90,1665.40,49709.30,
2003-10-30 09:45:00.000,14821.50,1671.70,49707.20,
2003-10-30 09:46:00.000,14809.00,1671.20,49702.80,
2003-10-30 09:47:00.000,14825.50,1666.80,49701.90,
2003-10-30 09:48:00.000,14838.60,1664.90,49705.50,
2003-10-30 09:49:00.000,14839.80,1664.60,49708.40,
2003-10-30 09:50:00.000,14840.20,1664.50,49710.00,
2003-10-30 09:51:00.000,14842.80,1665.70,49711.00,
2003-10-30 09:52:00.000,14838.10,1667.90,49712.00,
2003-10-30 09:53:00.000,14837.10,1668.30,49710.80,
2003-10-30 09:54:00.000,14836.80,1668.70,49711.40,
2003-10-30 09:55:00.000,14825.30,1671.70,49712.40,
2003-10-30 09:56:00.000,14826.00,1673.30,49710.60,
2003-10-30 09:57:00.000,14831.80,1673.20,49708.90,
2003-10-30 09:58:00.000,14833.30,1673.30,49709.60,
2003-10-30 09:59:00.000,14836.30,1672.60,49709.20,
2003-10-30 10:00:00.000,14838.70,1672.50,49708.60,
2003-10-30 10:01:00.000,14834.70,1673.60,49707.20,
2003-10-30 10:02:00.000,14830.00,1672.90,49703.70,
2003-10-30 10:03:00.000,14828.70,1669.60,49700.30,
2003-10-30 10:04:00.000,14833.10,1666.30,49700.30,
2003-10-30 10:05:00.000,14831.90,1669.20,49703.10,
2003-10-30 10:06:00.000,14828.50,1673.30,49704.10,
2003-10-30 10:07:00.000,14830.00,1671.60,49702.20,
2003-10-30 10:08:00.000,14837.70,1666.30,49701.00,
2003-10-30 10:09:00.000,14842.30,1665.00,49703.00,
2003-10-30 10:10:00.000,14834.60,1666.60,49703.10,
2003-10-30 10:11:00.000,14834.20,1668.90,49702.50,
2003-10-30 10:12:00.000,14831.90,1670.00,49701.80,
2003-10-30 10:13:00.000,14834.70,1665.30,49699.90,
2003-10-30 10:14:00.000,14841.80,1663.10,49701.90,
2003-10-30 10:15:00.000,14840.60,1665.60,49706.50,
2003-10-30 10:16:00.000,14837.10,1666.90,49707.50,
2003-10-30 10:17:00.000,14832.50,1668.10,49704.20,
2003-10-30 10:18:00.000,14826.80,1670.70,49700.90,
2003-10-30 10:19:00.000,14824.30,1672.50,49699.70,
2003-10-30 10:20:00.000,14822.10,1666.90,49697.60,
2003-10-30 10:21:00.000,14833.90,1663.60,49698.90,
2003-10-30 10:22:00.000,14829.10,1667.50,49703.30,
2003-10-30 10:23:00.000,14823.20,1667.80,49702.30,
2003-10-30 10:24:00.000,14834.50,1668.80,49703.80,
2003-10-30 10:25:00.000,14843.00,1669.60,49708.40,
2003-10-30 10:26:00.000,14829.20,1670.40,49707.60,
2003-10-30 10:27:00.000,14833.30,1673.30,49706.60,
2003-10-30 10:28:00.000,14832.30,1678.90,49708.30,
2003-10-30 10:29:00.000,14842.60,1678.50,49708.40,
2003-10-30 10:30:00.000,14841.00,1676.50,49708.90,
2003-10-30 10:31:00.000,14797.50,1674.60,49701.50,
2003-10-30 10:32:00.000,14797.60,1688.70,49699.60,
2003-10-30 10:33:00.000,14803.80,1679.90,49696.40,
2003-10-30 10:34:00.000,14847.90,1674.30,49696.20,
2003-10-30 10:35:00.000,14865.90,1684.00,49706.90,
2003-10-30 10:36:00.000,14866.10,1683.80,49710.30,
2003-10-30 10:37:00.000,14876.80,1668.60,49708.60,
2003-10-30 10:38:00.000,14878.80,1657.50,49710.50,
2003-10-30 10:39:00.000,14886.00,1650.90,49710.40,
2003-10-30 10:40:00.000,14902.40,1659.80,49717.30,
2003-10-30 10:41:00.000,14857.40,1664.60,49714.00,
2003-10-30 10:42:00.000,14850.20,1663.60,49703.60,
2003-10-30 10:43:00.000,14838.40,1663.50,49702.50,
2003-10-30 10:44:00.000,14826.50,1656.00,49697.20,
2003-10-30 10:45:00.000,14853.70,1659.20,49700.10,
2003-10-30 10:46:00.000,14844.70,1667.00,49707.30,
2003-10-30 10:47:00.000,14830.00,1664.70,49704.50,
2003-10-30 10:48:00.000,14852.00,1656.40,49702.00,
2003-10-30 10:49:00.000,14862.30,1659.20,49707.90,
2003-10-30 10:50:00.000,14841.40,1655.50,49706.90,
2003-10-30 10:51:00.000,14865.10,1655.90,49705.60,
2003-10-30 10:52:00.000,14818.20,1664.90,49707.50,
2003-10-30 10:53:00.000,14846.90,1654.30,49699.50,
2003-10-30 10:54:00.000,14879.20,1657.30,49710.50,
2003-10-30 10:55:00.000,14832.20,1660.50,49712.20,
2003-10-30 10:56:00.000,14827.10,1658.80,49702.70,
2003-10-30 10:57:00.000,14839.60,1654.70,49706.20,
2003-10-30 10:58:00.000,14853.00,1658.30,49714.20,
2003-10-30 10:59:00.000,14850.80,1668.70,49717.50,
2003-10-30 11:00:00.000,14825.20,1663.50,49712.20,
2003-10-30 11:01:00.000,14837.80,1668.40,49712.20,
2003-10-30 11:02:00.000,14826.60,1669.80,49711.10,
2003-10-30 11:03:00.000,14833.80,1667.80,49706.10,
2003-10-30 11:04:00.000,14830.60,1663.10,49703.60,
2003-10-30 11:05:00.000,14820.00,1662.30,49702.30,
2003-10-30 11:06:00.000,14827.40,1664.80,49702.20,
2003-10-30 11:07:00.000,14827.00,1664.60,49702.60,
2003-10-30 11:08:00.000,14831.70,1663.40,49703.50,
2003-10-30 11:09:00.000,14852.00,1661.40,49706.60,
2003-10-30 11:10:00.000,14859.00,1662.20,49713.50,
2003-10-30 11:11:00.000,14849.90,1663.00,49715.30,
2003-10-30 11:12:00.000,14832.50,1664.10,49714.20,
2003-10-30 11:13:00.000,14820.10,1669.00,49710.10,
2003-10-30 11:14:00.000,14858.70,1669.50,49712.40,
2003-10-30 11:15:00.000,14883.30,1659.30,49716.90,
2003-10-30 11:16:00.000,14845.80,1662.40,49714.50,
2003-10-30 11:17:00.000,14843.00,1662.60,49709.10,
2003-10-30 11:18:00.000,14855.60,1660.20,49713.00,
2003-10-30 11:19:00.000,14860.50,1653.50,49715.80,
2003-10-30 11:20:00.000,14858.40,1657.10,49716.40,
2003-10-30 11:21:00.000,14854.70,1659.10,49715.70,
2003-10-30 11:22:00.000,14856.10,1660.10,49714.50,
2003-10-30 11:23:00.000,14864.20,1658.80,49713.60,
2003-10-30 11:24:00.000,14871.30,1660.60,49714.50,
2003-10-30 11:25:00.000,14871.20,1652.20,49715.10,
2003-10-30 11:26:00.000,14849.40,1653.70,49713.90,
2003-10-30 11:27:00.000,14835.20,1663.20,49711.90,
2003-10-30 11:28:00.000,14844.20,1660.90,49711.10,
2003-10-30 11:29:00.000,14868.20,1651.60,49713.30,
2003-10-30 11:30:00.000,14865.50,1658.40,49716.20,
2003-10-30 11:31:00.000,14864.40,1660.10,49714.10,
2003-10-30 11:32:00.000,14866.20,1658.80,49713.30,
2003-10-30 11:33:00.000,14837.20,1655.40,49710.10,
2003-10-30 11:34:00.000,14841.20,1656.40,49707.10,
2003-10-30 11:35:00.000,14841.20,1659.30,49709.40,
2003-10-30 11:36:00.000,14867.20,1654.20,49712.50,
2003-10-30 11:37:00.000,14885.50,1648.60,49718.30,
2003-10-30 11:38:00.000,14866.60,1655.40,49719.80,
2003-10-30 11:39:00.000,14855.00,1657.30,49716.20,
2003-10-30 11:40:00.000,14864.70,1656.40,49712.90,
2003-10-30 11:41:00.000,14876.40,1651.50,49714.60,
2003-10-30 11:42:00.000,14872.80,1648.20,49716.10,
2003-10-30 11:43:00.000,14870.20,1648.50,49716.30,
2003-10-30 11:44:00.000,14847.50,1659.30,49716.00,
2003-10-30 11:45:00.000,14857.20,1652.30,49712.60,
2003-10-30 11:46:00.000,14903.80,1650.00,49722.90,
2003-10-30 11:47:00.000,14915.20,1648.90,49732.70,
2003-10-30 11:48:00.000,14911.80,1647.60,49732.10,
2003-10-30 11:49:00.000,14894.50,1651.50,49731.60,
2003-10-30 11:50:00.000,14855.40,1650.60,49724.00,
2003-10-30 11:51:00.000,14850.30,1652.20,49714.20,
2003-10-30 11:52:00.000,14863.50,1643.60,49712.80,
2003-10-30 11:53:00.000,14906.90,1641.60,49720.80,
2003-10-30 11:54:00.000,14904.10,1645.80,49727.20,
2003-10-30 11:55:00.000,14858.50,1642.60,49721.60,
2003-10-30 11:56:00.000,14868.00,1647.10,49721.30,
2003-10-30 11:57:00.000,14865.10,1646.80,49725.20,
2003-10-30 11:58:00.000,14866.70,1654.40,49727.10,
2003-10-30 11:59:00.000,14866.50,1664.20,49727.80,
2003-10-30 12:00:00.000,14856.70,1664.10,49726.20,
2003-10-30 12:01:00.000,14824.90,1657.20,49715.80,
2003-10-30 12:02:00.000,14862.70,1647.40,49712.20,
2003-10-30 12:03:00.000,14920.10,1641.70,49723.30,
2003-10-30 12:04:00.000,14910.90,1643.40,49730.10,
2003-10-30 12:05:00.000,14885.90,1647.50,49727.80,
2003-10-30 12:06:00.000,14878.60,1649.90,49728.70,
2003-10-30 12:07:00.000,14852.50,1642.60,49723.50,
2003-10-30 12:08:00.000,14859.10,1643.20,49721.50,
2003-10-30 12:09:00.000,14861.80,1640.20,49720.80,
2003-10-30 12:10:00.000,14881.20,1637.30,49723.50,
2003-10-30 12:11:00.000,14850.50,1647.80,49723.90,
2003-10-30 12:12:00.000,14830.60,1656.20,49719.60,
2003-10-30 12:13:00.000,14861.10,1654.10,49721.40,
2003-10-30 12:14:00.000,14884.20,1646.40,49729.50,
2003-10-30 12:15:00.000,14865.20,1646.80,49731.60,
2003-10-30 12:16:00.000,14865.90,1648.70,49731.40,
2003-10-30 12:17:00.000,14873.30,1649.10,49735.20,
2003-10-30 12:18:00.000,14849.10,1651.80,49733.60,
2003-10-30 12:19:00.000,14818.80,1654.80,49725.40,
2003-10-30 12:20:00.000,14807.30,1657.00,49718.40,
2003-10-30 12:21:00.000,14814.50,1659.60,49718.30,
2003-10-30 12:22:00.000,14834.20,1658.50,49723.00,
2003-10-30 12:23:00.000,14858.00,1656.00,49729.30,
2003-10-30 12:24:00.000,14864.40,1656.20,49734.20,
2003-10-30 12:25:00.000,14862.50,1658.00,49735.20,
2003-10-30 12:26:00.000,14863.70,1662.40,49736.40,
2003-10-30 12:27:00.000,14871.00,1662.60,49739.00,
2003-10-30 12:28:00.000,14889.30,1660.30,49742.70,
2003-10-30 12:29:00.000,14897.30,1656.40,49746.30,
2003-10-30 12:30:00.000,14897.90,1657.10,49748.50,
2003-10-30 12:31:00.000,14892.00,1659.30,49747.60,
2003-10-30 12:32:00.000,14884.50,1658.80,49744.50,
2003-10-30 12:33:00.000,14889.20,1658.40,49744.30,
2003-10-30 12:34:00.000,14890.50,1658.70,49746.10,
2003-10-30 12:35:00.000,14889.80,1657.00,49745.70,
2003-10-30 12:36:00.000,14886.50,1659.60,49745.10,
2003-10-30 12:37:00.000,14877.20,1661.00,49743.60,
2003-10-30 12:38:00.000,14863.70,1660.90,49739.10,
2003-10-30 12:39:00.000,14864.70,1662.70,49738.40,
2003-10-30 12:40:00.000,14879.30,1658.90,49740.50,
2003-10-30 12:41:00.000,14900.20,1657.20,49745.30,
2003-10-30 12:42:00.000,14911.20,1656.40,49750.20,
2003-10-30 12:43:00.000,14906.00,1658.10,49750.60,
2003-10-30 12:44:00.000,14894.40,1664.60,49750.20,
2003-10-30 12:45:00.000,14882.00,1667.90,49748.10,
2003-10-30 12:46:00.000,14879.50,1669.40,49747.10,
2003-10-30 12:47:00.000,14872.80,1666.80,49745.70,
2003-10-30 12:48:00.000,14886.80,1663.60,49747.00,
2003-10-30 12:49:00.000,14895.40,1661.10,49750.20,
2003-10-30 12:50:00.000,14900.00,1659.50,49752.70,
2003-10-30 12:51:00.000,14884.20,1663.50,49752.80,
2003-10-30 12:52:00.000,14859.50,1673.20,49750.60,
2003-10-30 12:53:00.000,14854.80,1675.40,49749.10,
2003-10-30 12:54:00.000,14883.10,1671.90,49751.90,
2003-10-30 12:55:00.000,14885.40,1666.10,49751.40,
2003-10-30 12:56:00.000,14888.90,1666.70,49751.90,
2003-10-30 12:57:00.000,14892.50,1669.40,49754.10,
2003-10-30 12:58:00.000,14897.90,1671.00,49758.80,
2003-10-30 12:59:00.000,14897.70,1673.00,49762.50,
2003-10-30 13:00:00.000,14896.10,1674.40,49764.80,
2003-10-30 13:01:00.000,14892.90,1675.40,49766.30,
2003-10-30 13:02:00.000,14902.50,1677.60,49770.50,
2003-10-30 13:03:00.000,14894.80,1682.70,49773.00,
2003-10-30 13:04:00.000,14884.00,1679.40,49772.00,
2003-10-30 13:05:00.000,14890.10,1681.10,49771.30,
2003-10-30 13:06:00.000,14897.60,1686.10,49778.70,
2003-10-30 13:07:00.000,14899.60,1687.50,49788.30,
2003-10-30 13:08:00.000,14909.60,1694.60,49793.40,
2003-10-30 13:09:00.000,14913.50,1707.50,49797.40,
2003-10-30 13:10:00.000,14917.50,1711.60,49798.80,
2003-10-30 13:11:00.000,14924.40,1708.60,49799.70,
2003-10-30 13:12:00.000,14927.10,1710.40,49803.60,
2003-10-30 13:13:00.000,14927.40,1708.20,49805.20,
2003-10-30 13:14:00.000,14910.60,1705.90,49801.30,
2003-10-30 13:15:00.000,14904.40,1708.40,49797.20,
2003-10-30 13:16:00.000,14921.20,1711.80,49797.40,
2003-10-30 13:17:00.000,14926.80,1711.10,49797.30,
2003-10-30 13:18:00.000,14934.10,1711.40,49794.20,
2003-10-30 13:19:00.000,14942.00,1711.80,49790.90,
2003-10-30 13:20:00.000,14946.10,1711.90,49793.10,
2003-10-30 13:21:00.000,14931.70,1713.30,49795.00,
2003-10-30 13:22:00.000,14926.20,1709.60,49790.80,
2003-10-30 13:23:00.000,14927.10,1705.00,49786.40,
2003-10-30 13:24:00.000,14931.70,1697.40,49780.40,
2003-10-30 13:25:00.000,14936.20,1701.00,49779.20,
2003-10-30 13:26:00.000,14934.30,1694.00,49778.10,
2003-10-30 13:27:00.000,14941.30,1692.50,49779.40,
2003-10-30 13:28:00.000,14947.60,1698.50,49783.20,
2003-10-30 13:29:00.000,14951.30,1702.90,49786.40,
2003-10-30 13:30:00.000,14951.10,1702.00,49785.70,
2003-10-30 13:31:00.000,14946.00,1693.90,49777.80,
2003-10-30 13:32:00.000,14940.00,1681.50,49773.00,
2003-10-30 13:33:00.000,14929.30,1677.70,49773.50,
2003-10-30 13:34:00.000,14920.10,1678.00,49770.70,
2003-10-30 13:35:00.000,14921.50,1674.90,49770.00,
2003-10-30 13:36:00.000,14905.50,1676.50,49770.90,
2003-10-30 13:37:00.000,14898.90,1679.20,49771.50,
2003-10-30 13:38:00.000,14894.00,1684.50,49770.90,
2003-10-30 13:39:00.000,14891.00,1690.00,49770.40,
2003-10-30 13:40:00.000,14891.10,1693.90,49769.70,
2003-10-30 13:41:00.000,14892.10,1695.10,49769.90,
2003-10-30 13:42:00.000,14895.70,1693.90,49769.70,
2003-10-30 13:43:00.000,14900.70,1695.40,49768.40,
2003-10-30 13:44:00.000,14895.90,1697.90,49766.90,
2003-10-30 13:45:00.000,14892.20,1694.90,49761.40,
2003-10-30 13:46:00.000,14883.70,1695.40,49755.00,
2003-10-30 13:47:00.000,14881.10,1693.80,49752.90,
2003-10-30 13:48:00.000,14889.40,1696.50,49756.80,
2003-10-30 13:49:00.000,14890.70,1695.50,49759.30,
2003-10-30 13:50:00.000,14879.50,1693.60,49756.70,
2003-10-30 13:51:00.000,14881.50,1692.00,49752.70,
2003-10-30 13:52:00.000,14900.90,1690.10,49753.90,
2003-10-30 13:53:00.000,14915.80,1690.40,49759.10,
2003-10-30 13:54:00.000,14894.30,1689.20,49757.20,
2003-10-30 13:55:00.000,14878.00,1689.30,49750.30,
2003-10-30 13:56:00.000,14881.00,1685.70,49746.10,
2003-10-30 13:57:00.000,14873.90,1688.00,49748.00,
2003-10-30 13:58:00.000,14870.90,1687.80,49751.20,
2003-10-30 13:59:00.000,14865.80,1688.70,49751.70,
2003-10-30 14:00:00.000,14868.60,1691.50,49754.10,
2003-10-30 14:01:00.000,14872.80,1698.50,49758.70,
2003-10-30 14:02:00.000,14872.50,1698.90,49760.60,
2003-10-30 14:03:00.000,14877.30,1700.60,49760.50,
2003-10-30 14:04:00.000,14888.90,1695.00,49760.10,
2003-10-30 14:05:00.000,14892.70,1692.80,49763.80,
2003-10-30 14:06:00.000,14888.30,1689.30,49762.10,
2003-10-30 14:07:00.000,14885.70,1686.70,49757.40,
2003-10-30 14:08:00.000,14872.70,1687.70,49750.90,
2003-10-30 14:09:00.000,14873.20,1687.20,49746.20,
2003-10-30 14:10:00.000,14853.50,1683.20,49742.80,
2003-10-30 14:11:00.000,14857.50,1673.20,49743.20,
2003-10-30 14:12:00.000,14879.80,1674.40,49751.10,
2003-10-30 14:13:00.000,14891.00,1690.50,49764.30,
2003-10-30 14:14:00.000,14885.60,1696.90,49768.90,
2003-10-30 14:15:00.000,14874.70,1697.30,49766.10,
2003-10-30 14:16:00.000,14861.60,1689.90,49759.60,
2003-10-30 14:17:00.000,14867.70,1694.50,49765.80,
2003-10-30 14:18:00.000,14863.60,1691.30,49773.90,
2003-10-30 14:19:00.000,14858.60,1688.40,49775.30,
2003-10-30 14:20:00.000,14866.80,1694.00,49778.00,
2003-10-30 14:21:00.000,14871.90,1700.40,49784.90,
2003-10-30 14:22:00.000,14860.00,1710.30,49791.60,
2003-10-30 14:23:00.000,14851.60,1718.40,49795.70,
2003-10-30 14:24:00.000,14865.60,1719.20,49795.40,
2003-10-30 14:25:00.000,14876.90,1723.90,49797.00,
2003-10-30 14:26:00.000,14885.20,1722.50,49799.80,
2003-10-30 14:27:00.000,14883.40,1722.60,49798.60,
2003-10-30 14:28:00.000,14888.20,1721.00,49797.10,
2003-10-30 14:29:00.000,14885.50,1715.30,49794.30,
2003-10-30 14:30:00.000,14872.30,1717.90,49792.00,
2003-10-30 14:31:00.000,14893.00,1717.60,49794.20,
2003-10-30 14:32:00.000,14902.60,1712.10,49794.90,
2003-10-30 14:33:00.000,14891.70,1706.80,49792.40,
2003-10-30 14:34:00.000,14884.80,1710.20,49792.70,
2003-10-30 14:35:00.000,14885.20,1699.00,49790.10,
2003-10-30 14:36:00.000,14873.20,1692.60,49790.10,
2003-10-30 14:37:00.000,14874.50,1692.90,49795.90,
2003-10-30 14:38:00.000,14878.10,1690.10,49801.30,
2003-10-30 14:39:00.000,14867.90,1689.90,49803.50,
2003-10-30 14:40:00.000,14866.10,1697.80,49809.30,
2003-10-30 14:41:00.000,14874.10,1708.10,49818.80,
2003-10-30 14:42:00.000,14884.50,1720.40,49830.10,
2003-10-30 14:43:00.000,14897.50,1723.80,49834.70,
2003-10-30 14:44:00.000,14902.30,1724.20,49830.50,
2003-10-30 14:45:00.000,14904.50,1715.40,49822.90,
2003-10-30 14:46:00.000,14889.10,1703.80,49815.00,
2003-10-30 14:47:00.000,14888.90,1707.00,49817.00,
2003-10-30 14:48:00.000,14889.90,1706.90,49816.20,
2003-10-30 14:49:00.000,14877.60,1702.20,49807.80,
2003-10-30 14:50:00.000,14864.10,1700.90,49800.30,
2003-10-30 14:51:00.000,14868.60,1699.50,49799.20,
2003-10-30 14:52:00.000,14875.10,1695.30,49802.60,
2003-10-30 14:53:00.000,14869.80,1692.10,49804.50,
2003-10-30 14:54:00.000,14855.10,1698.80,49803.60,
2003-10-30 14:55:00.000,14860.70,1701.10,49802.60,
2003-10-30 14:56:00.000,14867.20,1694.70,49800.30,
2003-10-30 14:57:00.000,14855.80,1698.90,49801.70,
2003-10-30 14:58:00.000,14847.00,1705.60,49803.60,
2003-10-30 14:59:00.000,14852.50,1713.40,49804.60,
